     2.344   5841.335 # matmult_lib
     9.375  26568.037 # matmult_lib
    21.094  43031.743 # matmult_lib
    37.500  55937.741 # matmult_lib
    58.594  57351.969 # matmult_lib
   234.375  42963.210 # matmult_lib
   937.500 130957.343 # matmult_lib
  2109.375 189880.208 # matmult_lib
  3750.000 198020.295 # matmult_lib
  5859.375 230095.194 # matmult_lib
 23437.500 339578.464 # matmult_lib
 93750.000 217548.662 # matmult_lib
210937.500 230940.580 # matmult_lib
375000.000 528700.540 # matmult_lib
